Count,Index,DialogID,Dialog,Agreed emotion (2/3 vote),Worker 1 answer,Worker 2 answer,Worker 3 answer
2589,0.9-781089,2063172,I 'm not at all sure about him . It might be a good idea to hedge my bet .,-,Afraid,Apprehensive,Suggesting
2590,0.9-921863,2473553,"Our men are out protecting foreigners .
It may not be safe here . If the students stay here , those fighters will come for them .
Sir . I know our job is to serve and to protect the civilians . Unfortunately , I am unable to ... cope with the situation without help . I feel so ashamed .",Ashamed,Ashamed,Ashamed,Guilty
2591,0.9-903063,2424464,"Hey , where you going ?
She must be hurt . I 'm going to help her .",-,Sentimental,Caring,Faithful
2592,0.9-840179,2238411,"What are you going to do in Munich ?
I 'll finish this story .",Confident,Confident,Confident,Hopeful
2593,0.9-882424,2358269,At ease .,Joyful,Joyful,Content,Joyful
2594,0.9-920384,2469411,"I knew this Christmas thing was a bad idea . I felt it in my gut .
Terrible news , folks ! The worst tragedy of our times ! Jack has been blown to smithereens ! Terrible , terrible news !",Sad,Sad,Devastated,Sad
2595,0.9-1390789,3768745,"I was hoping you 'd be here more than a few days before being sent to see me . I 'm disappointed , Heather .",Disappointed,Disappointed,Disappointed,Devastated
2596,0.9-746237,1947256,My wedding dress ... It was contaminated .,Disgusted,Disgusted,Disgusted,Disappointed
2597,0.9-1080904,2916381,"Welcome back !
We have no time to lose . Quick , get dressed .
Oh , I forgot a sweater !",Annoyed,Annoyed,Ashamed,Annoyed
2598,0.9-1049129,2829607,"Okay Ernie , it 's tungsten alright , but how much is there ? The hold is full and it 's brimming over .
Well ? ─ Just a minute .
That 's the lowest we 'll clear .
Say , that 's not bad . It 's not bad at all .
Are you sure this is the minimum ?
Sure I 'm sure . Tungsten is tungsten and salvage is salvage .
What are you doing ? ─ Division .
Of what ? ─ Wait a minute . That 's your split on the bottom , right ? ─ Sure .
What would you give me for my share in this outfit ?
Ship , cargo , charts , the works . You must be out of your mind . Quit now when we 've just made our first strike ?
Make me an offer . Eighteen G 's . Eighteen G 's .. with my cut of the tungsten , that 'll be about 30,000 bucks .
Okay , it 's a deal . ─ I don 't get it . We 've been hanging around Florida waters for months . Now we 're all set to make real dough , you want to quit . When I came of the Navy I figured salvage was the best way to make 25 grand fast .
Well , maybe four years isn 't setting any records , but .. What you going to do with it ?
I 'm going to take a trip .. to Europe .",Anticipating,Anticipating,Excited,Anticipating
2599,0.9-885347,2366998,I 'm not going to hurt you .,Trusting,Caring,Trusting,Trusting
2600,0.7-1672,2310774,"Well , I guess it 's my shift . It 's OK , Dorothy . I think she 's finally asleep .
Oh , thank God . I am exhausted . I haven 't been this tired since my wedding night .
Well , a night of unbridled passion should take it out of you .
Who said anything about passion ?
I was tired from picking up beer cans from Stan 's poker buddies . I just cannot believe Lillian 's only been here 24 hours . I cannot believe that Ma thought she could handle her alone . It 's almost too much for the four of us . This just makes me so mad . I mean , people like this really need help .",Disappointed,Disappointed,Furious,Disappointed
2601,0.9-921507,2472727,"How do you work this bloody thing ?
Thank God you 're here .",Grateful,Grateful,Grateful,Grateful
2602,0.9-839298,2235755,"Isn 't he sweet . He closed the gate on my foot . They make good ones in plastic nowadays .
Tell me ... where did you find him ?
For his age , he stands on his hind legs very well . Does he bark at night or is he calm ?
He knocked on my door last night .
No ! I could hearing him breathing . He waited there for an hour .
And ?
I didn 't let him in .",Embarrassed,Guilty,Embarrassed,Embarrassed
2603,0.9-791305,2091697,"But you 're broke ! I have prospects .
What prospects ? Here , in the army .
A career ?
All right . This is the land of opportunity . I may try pioneering .",-,Suggesting,Confident,Hopeful
2604,0.9-698574,1807611,The colonists ' laboratory . Extremely well equipped .,Impressed,Impressed,Impressed,Impressed
2605,0.9-1000156,2691632,"He had an affair . My husband . She was very beautiful , apparently .",Jealous,Jealous,Jealous,Jealous
2606,0.9-1085465,2929843,"Emilio ...
Nanna .
I actually had fun with my husband !",Excited,Excited,Excited,Joyful
2607,0.9-905253,2431147,I don 't have anyone anymore !,Lonely,Lonely,Lonely,Lonely
2608,0.9-767971,2010501,We shared the old days together .,Nostalgic,Nostalgic,Neutral,Nostalgic
2609,0.9-857542,2290265,"Where are you going , solider of France ?
Equipped and ready for battle .",Prepared,Prepared,Prepared,Prepared
2610,0.9-672932,1734924,He finished his job .,Proud,Proud,Proud,Impressed
2611,0.8-688,676158,I can 't be here anymore .,-,Sad,Devastated,Lonely
2612,0.9-738289,1923091,I 'll keep this to remind me of you .,Sentimental,Sentimental,Nostalgic,Sentimental
2613,0.9-847685,2259931,"Sue Ellen ?
I didn 't expect anybody to be out here .",-,Surprised,Impressed,Neutral
2614,0.9-1451163,3933675,"What happened to Yann ?
He snapped .
Did you see that thing ?
Once . In the car graveyard . It attacked us . I was frozen with fear . It passed a foot away without seeing me . The girls screamed .",Devastated,Devastated,Devastated,Afraid
2615,0.9-956466,2573261,"Welcome professor !
I will take some documents from the safe .",Apprehensive,Apprehensive,Trusting,Apprehensive
2616,0.9-745261,1943859,"Should keep the ball low in this wind
What teams are they ?
I 'm a stranger , too .",Apprehensive,Apprehensive,Apprehensive,Agreeing
2617,0.9-694597,1796045,That 's a cool pendant .,Acknowledging,Impressed,Acknowledging,Acknowledging
2618,0.9-859313,2294418,"I think it 's goodbye for good , Lucy . Goodbye , George .
I do hope that you have the most splendid trip .",Consoling,Consoling,Consoling,Consoling
2619,0.9-1331662,3601001,"Okay . Also I apologize . Come on .
His daughter lived with you ? No , with his mother . I will not return to Philadelphia because of it .
Fathers and daughters , right ? She hates us . She does not hate you . You are very angry , that is . Since what happened to Kyle . Me and her mother fought so much , she stayed in the background . You and your wife blamed each other .
No , she blamed me . And me too . But do not you blame more , I hope .",-,Afraid,Encouraging,Consoling
2620,0.9-709153,1837959,Sorry to disturb you .,Sympathizing,Sympathizing,Sympathizing,Sympathizing
2621,0.9-880615,2352720,"How long you been back ?
A month , maybe .",Hopeful,Questioning,Hopeful,Hopeful
2622,0.9-840335,2238833,So you don 't go to church with the others ?,Questioning,Questioning,Sad,Questioning
2623,0.9-904728,2429008,"Hello , Dora .",Wishing,greeting (Other),Wishing,Wishing
2624,0.9-841603,2242454,"Bozena , where is my tie ?
it 's just hanging there .",Questioning,Questioning,Consoling,Questioning
2625,0.8-1522,1573153,"I want to live in this room .
It 's not so dark . You can 't go in there now .",Afraid,Afraid,Terrified,Afraid
2626,0.8-2519,2513743,"No ! Who the fuck is that ?
Don 't worry . That kid , Albert . What the fuck does he want ?
Probably just wanna kiss your ass !
He is an ass-kissin ' motherfucker . It 's cool .
Ass-kickin ' motherfucker !",-,Furious,Annoyed,Angry
2627,0.9-1079046,2910954,"What they want to do with me is injust ... is injust !
After forty years of honest work they are firing me . They want my position for politicians who are ... What they 're doing to me What happen ?
is an injustice . Creo que lo dejaron cesante . Just because I 'm old . What nonsense is that ?
No nonsense .
Who are you to take my job ? You have to go .
Who are you to take my job ? Who are you to do this ?
What you mean who am I ! You can 't ! What the hell do you think you 're doing ! You can 't get me out of here !
This is an outrage . Come on , old fart !
Come on , old fart , leave ! This is an outrage .
Come on , leave ! This is an outrage .
A little more coffee ?
No , I have a splitting headache . This is full of ants . If it were only ants .",-,Annoyed,Angry,neutral (Other)
2628,0.9-928868,2494085,I 'm waiting !,Anticipating,Anticipating,Hopeful,Anticipating
2629,0.7-174,271298,It 's just nerves It 's stuffy in here,Apprehensive,Apprehensive,Apprehensive,Afraid
2630,0.9-794825,2102007,"It 's gonna be a hot prom . Last one .
I don 't know if I 'm ready for the real world yet .",Anxious,Anxious,Anxious,Anxious
2631,0.9-929675,2496436,"Let me drive you back .
No , thanks . I 'd rather walk .
Look , I 'm going that way anyway . If you don 't come , I swear to God , I 'm gonna drive around aimlessly for hours . You 'll be wasting oil and be polluting the atmosphere , killing small animals along the road , ripping up flora .
Blackmail ?
I 'm not proud .",Ashamed,Ashamed,Ashamed,Ashamed
2632,0.9-906496,2434159,"This is our chance to get away .
I hope you 're good at the three-legged race .
What about Lillian ? I 'll look after her .",Caring,Caring,Hopeful,Caring
2633,0.9-840991,2240778,"Hey , Kotaro !
He needs the most powerful hardware going . I 'll blow away every man in this town .",Confident,Confident,Hopeful,Confident
2634,0.9-888799,2377176,"DIDN 'T YOU SEE THAT ?
MY LIFE , AS IT HAS BEEN LIVED , WITH DIGNITY .",Proud,Content,Proud,Proud
2635,0.9-926987,2488619,"Think it over .
Oh , my God , Johnson , our stock has dropped to nothing . We 're ruined .",Devastated,Devastated,Devastated,Sad
2636,0.9-1417146,3841642,"Can I take that now ? Oh yeah thank you .
Too bad he didn 't show up .",Disappointed,Disappointed,Disappointed,Disappointed
2637,0.9-747662,1951331,I can 't stand such parasites !,Disgusted,Disgusted,Angry,Disgusted
2638,0.9-1094083,2950350,"Do you come here often ?
Sometimes . Me , too . It 's strange we haven 't met so far .
I don 't know . I came this evening by accident . I haven 't even dressed properly .",Embarrassed,Embarrassed,Embarrassed,Ashamed
2639,0.9-1050223,2832122,"Hey ! Wait , Sogoro ! Where are you going ?
I 'm going to see Lord Mizuno !",Excited,Anticipating,Excited,Excited
2640,0.9-885959,2368917,I won 't leave the circus .,Faithful,Faithful,Faithful,Faithful
2641,0.7-1712,2362643,"That 's beautiful . How 'd you teach him that ?
You don 't teach that . He 's got wings . Best I 've seen since Pete .
What gives ? Baker coming in on a wing and a prayer .
You gave my crew 30 seconds warning !",Annoyed,Annoyed,Annoyed,The above dialogue is quite pleasant (Other)
2642,0.9-929376,2495709,Thank you all for listening to me .,Grateful,Grateful,Grateful,Grateful
2643,0.9-862254,2301008,"Please go .
Don 't you believe me ? Do you think I had something to do with this ?
I didn 't tell the police anything .",-,Ashamed,Guilty,Faithful
2644,0.9-791725,2092679,"It doesn 't matter . Here , share mine .
Oh , my script .
Have you been acting long , Aunt ? Yes , in an amateur dramatics society . I 'm going to be in The Cuckolded Count by William Van Crombrugge .
Oh , him . I 'd much rather be in films . Hollywood , Rome , Paris .
Dakar . Liège-Bastenaken-Liège . A while ago I auditioned for a real film . I may get an important role .",-,Confident,Hopeful,Anticipating
2645,0.9-708779,1836642,Saw you guys check in last night . I 'm impressed .,Impressed,Proud,Impressed,Impressed
2646,0.9-1019136,2744464,Except I 've been hearing about some wise-ass running around here drawing pictures of people . My fame precedes me .,-,Proud,Confident,Jealous
2647,0.9-1101474,2969650,"It was wonderful , Flora ! The happiest night of my life !",Joyful,Content,Joyful,Joyful
2648,0.9-913070,2450217,"Is there anything you desire ?
To be left alone .",Sad,Sad,Lonely,Sad
2649,0.9-772056,2022780,I used to be a teenager .,Nostalgic,Nostalgic,Nostalgic,Nostalgic
2650,0.9-874862,2336242,All loaded up .,Prepared,Anticipating,Prepared,Prepared
2651,0.9-676333,1743550,"What about Monsieur ?
He made it to the farm .",Impressed,Impressed,Proud,Impressed
2652,0.8-695,680084,"I wasn 't expecting you today .
Rachel died last night .",Devastated,Devastated,Devastated,Devastated
2653,0.9-738826,1924468,Lot of stuff here . He left it all for us .,Sentimental,Sentimental,Neutral,Sentimental
2654,0.9-873987,2333762,i can 't believe we 're here .,Surprised,Neutral,Surprised,Surprised
2655,0.9-1468248,3977895,"And he 's a pretty big guy Good day Who the hell are they ?
We got attacked by a scary woman and a big man with a bat ! It was attempted murder !",Terrified,Afraid,Terrified,Terrified
